index	country	country_code	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100	last.observed
12	Bangladesh	50	6.359	6.6225	6.804	6.9206	6.9098	6.6301	5.9773	4.9834	4.0603	3.4324	2.9344	2.4793	2.232	2.0733	1.9503	1.8531	1.7831	1.7385	1.7148	1.7074	1.7105	1.7222	1.7385	1.7546	1.7709	1.7867	1.8026	1.8152	1.8292	1.839	2013
13	Armenia	51	4.494	4.494	4.453	3.447	3.037	2.503	2.376	2.575	2.38	1.75	1.721	1.735	1.5523	1.7435	1.7495	1.7549	1.7613	1.7708	1.7786	1.7866	1.7959	1.8054	1.8126	1.8212	1.8273	1.8356	1.8417	1.8469	1.8531	1.8594	2013
14	Barbados	52	4.417	4.2969	4.2731	3.5328	2.7176	2.1568	1.9181	1.7744	1.73	1.74	1.75	1.77	1.79	1.79	1.7974	1.8047	1.8094	1.8146	1.8181	1.822	1.8237	1.827	1.8286	1.8297	1.8308	1.8318	1.8339	1.8348	1.8356	1.8365	2013
15	Belgium	56	2.343	2.496	2.6466	2.3881	2.0143	1.7049	1.5959	1.5583	1.6119	1.6041	1.6836	1.8182	1.8162	1.8705	1.8874	1.9013	1.9117	1.9209	1.9279	1.9334	1.9373	1.9415	1.9446	1.9469	1.9483	1.951	1.9522	1.954	1.9547	1.9554	2013
16	Bhutan	64	6.67	6.67	6.67	6.67	6.67	6.67	6.3885	6.1064	5.0703	4.1287	3.1436	2.6187	2.1	1.9158	1.7807	1.6789	1.612	1.5676	1.5473	1.5455	1.5546	1.5705	1.5882	1.6054	1.623	1.638	1.6519	1.6635	1.6761	1.6862	2013
17	Bolivia (Plurinational State of)	68	6.89	6.772	6.614	6.409	6.15	5.89	5.514	5.085	4.7039	4.2892	3.8184	3.3907	3.0424	2.7399	2.4719	2.2613	2.0957	1.9687	1.8726	1.8006	1.7471	1.7098	1.7353	1.7786	1.821	1.8614	1.8987	1.9323	1.9619	1.985	2013
18	Botswana	72	6.5	6.575	6.65	6.7	6.546	6.366	5.965	5.109	4.321	3.7	3.18	2.896	2.6419	2.4446	2.2862	2.155	2.0475	1.9628	1.8974	1.848	1.816	1.795	1.7866	1.7826	1.7841	1.7892	1.7953	1.8015	1.8112	1.8196	2013
19	Brazil	76	6.1505	6.1505	6.1505	5.38	4.7175	4.305	3.8	3.1	2.6	2.45	2.2505	1.9	1.8184	1.7495	1.7098	1.6894	1.6828	1.6851	1.6922	1.705	1.7193	1.7353	1.7502	1.7648	1.7784	1.7908	1.8022	1.8133	1.8229	1.8329	2013
20	Belize	84	6.65	6.55	6.45	6.35	6.25	6.2	5.4	4.7	4.347	3.85	3.35	2.84	2.64	2.5173	2.366	2.2423	2.1386	2.0539	1.9814	1.9251	1.8823	1.8514	1.8317	1.8174	1.8089	1.8076	1.8068	1.81	1.8158	1.8198	2013
21	Solomon Islands	90	6.4	6.4	6.4	6.539	7.236	7.041	6.431	6.125	5.532	4.905	4.6	4.4	4.0577	3.765	3.5064	3.2834	3.0926	2.9281	2.7818	2.653	2.5359	2.4311	2.3291	2.2433	2.1692	2.1033	2.0484	2.0029	1.9678	1.9402	2013
22	Brunei Darussalam	96	6.999	6.3754	6.5546	5.5933	5.8721	4.7061	3.9232	3.7191	3.2774	2.5992	2.0523	2.0045	1.9	1.915	1.8466	1.7947	1.7608	1.7393	1.7302	1.728	1.731	1.739	1.7504	1.762	1.7724	1.7845	1.7943	1.806	1.815	1.8241	2013
23	Bulgaria	100	2.5264	2.2969	2.2171	2.1304	2.1573	2.1927	2.0149	1.9458	1.5527	1.2008	1.2404	1.5005	1.5188	1.6108	1.674	1.7238	1.763	1.7937	1.8186	1.8386	1.854	1.8673	1.8794	1.8866	1.8929	1.8993	1.9064	1.9094	1.9152	1.9186	2013
24	Myanmar	104	6	6	6.1	6.1	5.738	5.21	4.7	3.8	3.2	2.95	2.85	2.55	2.25	1.8557	1.7854	1.7414	1.715	1.7018	1.7008	1.7067	1.7207	1.7331	1.7487	1.7622	1.7757	1.7893	1.8006	1.8136	1.8232	1.8315	2013
25	Burundi	108	6.801	6.857	7.071	7.268	7.343	7.476	7.428	7.592	7.431	7.184	6.908	6.523	6.0756	5.6356	5.2168	4.8218	4.4582	4.1234	3.8264	3.5703	3.3396	3.1376	2.9693	2.8182	2.6857	2.5668	2.4595	2.3637	2.2791	2.204	2013
26	Belarus	112	2.61	2.73	2.69	2.38	2.25	2.09	2.088	1.9977	1.6769	1.3113	1.2551	1.4268	1.5823	1.5405	1.5893	1.6318	1.6671	1.6984	1.7242	1.7464	1.7653	1.7816	1.7964	1.8087	1.8184	1.8283	1.8377	1.8448	1.8502	1.8553	2013
27	Cameroon	120	5.489	5.527	5.805	6.085	6.307	6.473	6.702	6.598	6.217	5.774	5.492	5.208	4.8146	4.4513	4.1167	3.8177	3.5594	3.3285	3.1311	2.9642	2.8181	2.6872	2.5698	2.4674	2.3753	2.2884	2.2115	2.1487	2.0941	2.0495	2013
28	Canada	124	3.645	3.882	3.675	2.61	1.976	1.734	1.634	1.616	1.694	1.562	1.516	1.636	1.61	1.65	1.68	1.71	1.74	1.77	1.81	1.8323	1.8425	1.8521	1.8599	1.8654	1.8712	1.8767	1.8806	1.8827	1.8874	1.8905	2013
29	Cabo Verde	132	6.5663	6.764	6.9728	6.9654	6.8639	6.615	6.1	5.6344	4.9303	4.1449	3.2769	2.6043	2.3253	2.1394	2.0064	1.9035	1.8284	1.7778	1.7459	1.7295	1.7254	1.7286	1.7371	1.7479	1.761	1.7735	1.7866	1.7975	1.8089	1.8184	2013
30	Central African Republic	140	5.516	5.75	5.9	5.95	5.95	5.95	5.95	5.9	5.65	5.54	5.3	4.8465	4.4096	3.9937	3.618	3.2896	3.0196	2.7995	2.6199	2.477	2.3565	2.2524	2.1692	2.1005	2.0415	1.9947	1.9593	1.9346	1.9155	1.9016	2013
31	Sri Lanka	144	5.8	5.8	5.2	4.7	4	3.6064	3.1894	2.644	2.3839	2.2431	2.262	2.279	2.1113	2.0208	1.9397	1.8711	1.8152	1.7704	1.7367	1.7116	1.6946	1.6831	1.6769	1.6737	1.6709	1.6731	1.6746	1.6778	1.6795	1.6819	2013
32	Chad	148	6.1	6.2	6.3	6.4	6.671	6.874	7.037	7.212	7.388	7.407	7.237	6.853	6.3129	5.7717	5.2502	4.7664	4.3258	3.9376	3.5989	3.3163	3.073	2.8741	2.7027	2.5584	2.4306	2.3205	2.2243	2.1489	2.0871	2.0368	2013
33	Chile	152	5.1522	5.1771	4.9638	4.4586	3.565	2.9315	2.6554	2.6002	2.3779	2.1604	2.0011	1.8773	1.7823	1.7165	1.7226	1.7442	1.7659	1.7875	1.8088	1.8296	1.8499	1.8694	1.8882	1.9061	1.923	1.9389	1.9537	1.9676	1.9804	1.991	2013
34	China	156	6.107	5.476	5.8872	5.937	4.765	3.0138	2.62	2.3983	2.08	1.76	1.52	1.61	1.65	1.6797	1.7054	1.7289	1.7493	1.7655	1.7804	1.7936	1.8052	1.8149	1.8243	1.8324	1.8405	1.8457	1.8515	1.8567	1.8612	1.8667	2013
35	Other non-specified areas	158	5.9029	6.0602	5.2875	4.4125	3.3825	2.64	2.1975	1.845	1.7925	1.7275	1.43	1.2614	1.0746	1.2086	1.2783	1.347	1.413	1.4739	1.5276	1.5764	1.6184	1.6557	1.687	1.7124	1.7342	1.7541	1.7716	1.7863	1.8005	1.8117	2013
36	Colombia	170	6.76	6.76	6.76	6.181	4.9005	4.2532	3.7	3.1752	2.842	2.5	2.3	2.1	1.9339	1.8179	1.7315	1.7169	1.7393	1.7618	1.7842	1.8063	1.828	1.8491	1.8694	1.8888	1.9073	1.9247	1.9411	1.9563	1.9704	1.9835	2013
37	Comoros	174	6	6.601	6.909	7.05	7.05	7.05	7.05	6.7	6.1	5.6	5.2	4.9	4.6	4.4332	4.1525	3.9005	3.6732	3.4678	3.2906	3.1305	2.9899	2.865	2.7517	2.6478	2.5534	2.4638	2.3831	2.3017	2.2321	2.1713	2013
38	Mayotte	175	7.91	7.91	7.91	7.91	7.91	7.91	7.3504	6.727	5.25	5.08	4.8	4.6	4.1	3.4666	3.1722	2.9274	2.7278	2.5507	2.3996	2.2632	2.1535	2.0561	1.9811	1.9251	1.8854	1.859	1.844	1.8337	1.8278	1.8272	2013
39	Congo	178	5.684	5.786	5.989	6.192	6.35	6.35	6	5.547	5.207	5.125	5.1	5.05	4.95	4.6911	4.3995	4.1232	3.8726	3.6446	3.4431	3.2625	3.1003	2.9601	2.836	2.7254	2.6254	2.5316	2.4443	2.3651	2.2943	2.2281	2013
40	Democratic Republic of the Congo	180	5.98	5.98	6.04	6.15	6.289	6.462	6.72	6.975	7	7	6.9143	6.8	6.5	5.8	4.9871	4.5438	4.1403	3.7903	3.4852	3.2279	3.0128	2.8333	2.6707	2.5377	2.4156	2.3171	2.226	2.1496	2.0897	2.0391	2013
41	Costa Rica	188	5.9462	6.3916	6.28	5.2603	4.0588	3.704	3.5009	3.3066	3.0069	2.6139	2.1674	2.0074	1.8507	1.7266	1.6495	1.608	1.6243	1.6476	1.672	1.6972	1.723	1.749	1.7751	1.8009	1.8261	1.8506	1.874	1.8962	1.917	1.9346	2013
42	Croatia	191	2.73	2.38	2.218	2.003	1.976	1.8986	1.866	1.72	1.523	1.62	1.41	1.522	1.521	1.5465	1.5925	1.6325	1.6673	1.696	1.7212	1.7442	1.7623	1.7778	1.7927	1.8055	1.8168	1.8263	1.8348	1.8424	1.8486	1.8549	2013
43	Cuba	192	4.15	3.6995	4.6805	4.3	3.6	2.15	1.8495	1.8495	1.6506	1.6449	1.6395	1.6342	1.6292	1.6243	1.6404	1.6625	1.6855	1.709	1.7329	1.7569	1.7809	1.8046	1.8278	1.8503	1.8719	1.8925	1.912	1.9303	1.9474	1.9632	2013
44	Cyprus	196	3.705	3.498	3.436	2.795	2.49	2.287	2.449	2.428	2.3293	1.8891	1.591	1.5068	1.4633	1.4657	1.5032	1.5411	1.5767	1.6113	1.6428	1.6727	1.6993	1.7236	1.7416	1.7636	1.7785	1.7907	1.8041	1.8152	1.8254	1.833	2013
45	Czech Republic	203	2.7383	2.3765	2.2088	1.9573	2.2108	2.3588	1.966	1.9008	1.6455	1.167	1.187	1.4286	1.4508	1.6438	1.7125	1.7645	1.8031	1.8336	1.8559	1.8736	1.8897	1.9003	1.912	1.9185	1.9242	1.9282	1.9319	1.9358	1.9403	1.9423	2013
46	Benin	204	5.857	6.1341	6.4228	6.6491	6.8349	6.9952	7.0087	6.8818	6.5629	6.1566	5.7841	5.314	4.8873	4.4983	4.1424	3.8268	3.5512	3.3137	3.1107	2.9348	2.7849	2.6531	2.5352	2.4285	2.3342	2.2541	2.1774	2.1139	2.0606	2.0165	2013
47	Denmark	208	2.5501	2.5468	2.5822	2.2723	1.9639	1.6816	1.4273	1.5426	1.748	1.756	1.76	1.8537	1.73	1.8921	1.9046	1.9157	1.9214	1.9285	1.9332	1.9378	1.9407	1.9441	1.9454	1.9487	1.9489	1.9499	1.9514	1.9524	1.9519	1.9524	2013
48	Dominican Republic	214	7.5995	7.6405	7.3505	6.6495	5.6795	4.76	4.15	3.6495	3.3095	2.98	2.83	2.67	2.5262	2.3981	2.2851	2.186	2.0997	2.0251	1.9607	1.9055	1.8583	1.8181	1.7839	1.7549	1.7304	1.7097	1.7195	1.7524	1.7853	1.8175	2013
49	Ecuador	218	6.75	6.75	6.65	6.4	5.8001	5.05	4.45	4	3.55	3.2	2.884	2.7294	2.5863	2.4287	2.3056	2.1946	2.1035	2.0256	1.9625	1.9141	1.8784	1.8517	1.8358	1.8248	1.8194	1.8173	1.8182	1.821	1.8263	1.8314	2013
50	El Salvador	222	6.3616	6.5973	6.6665	6.3622	5.9472	5.4211	4.7457	4.1669	3.6895	3.1956	2.6178	2.2281	1.9728	1.8011	1.7108	1.7242	1.7463	1.7685	1.7906	1.801	1.723	1.749	1.7751	1.8009	1.8261	1.8506	1.874	1.8962	1.917	1.9346	2013
51	Equatorial Guinea	226	5.501	5.499	5.53	5.658	5.68	5.68	5.79	5.89	5.89	5.868	5.638	5.36	4.9666	4.5572	4.1669	3.8118	3.4933	3.2232	2.995	2.8066	2.6438	2.5082	2.3943	2.2984	2.2187	2.1502	2.0961	2.0516	2.0148	1.9853	2013
52	Ethiopia	231	7.1696	6.9023	6.8972	6.8691	7.1038	7.1838	7.4247	7.3673	7.0888	6.8335	6.131	5.258	4.5889	4.0049	3.5202	3.1402	2.8503	2.6277	2.4474	2.3007	2.1792	2.0831	2.008	1.9473	1.9032	1.8723	1.8522	1.8386	1.8297	1.8266	2013
53	Eritrea	232	6.965	6.965	6.815	6.699	6.62	6.62	6.7	6.51	6.2	5.6	5.1	4.8	4.4	4.0014	3.8898	3.5212	3.2141	2.9592	2.7516	2.5844	2.4449	2.3243	2.2264	2.1437	2.0758	2.022	1.9793	1.9474	1.9228	1.9042	2013
54	Estonia	233	2.06	1.99	1.94	2.02	2.15	2.06	2.09	2.199	1.627	1.331	1.391	1.662	1.5908	1.6589	1.7144	1.7565	1.7892	1.8149	1.8355	1.8513	1.8629	1.8724	1.8822	1.8879	1.8943	1.8998	1.9039	1.9072	1.9085	1.9124	2013
55	Fiji	242	6.625	6.792	5.953	5	4.2	4	3.8	3.47	3.35	3.19	2.98	2.75	2.605	2.4728	2.3557	2.2521	2.1622	2.0875	2.0239	1.9759	1.9378	1.9084	1.889	1.8745	1.8665	1.8602	1.858	1.8571	1.8595	1.8594	2013
56	Finland	246	2.997	2.769	2.66	2.191	1.623	1.663	1.685	1.66	1.819	1.743	1.754	1.8396	1.7489	1.8586	1.8655	1.872	1.8766	1.8816	1.8863	1.8909	1.8927	1.896	1.8986	1.9006	1.902	1.9013	1.9024	1.9038	1.9049	1.9058	2013
57	France	250	2.7472	2.6894	2.8318	2.6391	2.3004	1.861	1.8653	1.805	1.7149	1.7621	1.8823	1.972	1.9982	1.9804	1.9835	1.9856	1.9866	1.9887	1.9882	1.9891	1.9902	1.9901	1.9898	1.9901	1.9903	1.9918	1.9918	1.993	1.9922	1.9926	2013
58	French Guiana	254	5	4.92	5.02	5	4.18	3.3	3.58	3.73	4.05	3.9265	3.6758	3.634	3.4843	2.9185	2.7807	2.6651	2.5601	2.471	2.383	2.3075	2.2389	2.1784	2.1281	2.0878	2.0531	2.0222	1.9992	1.98	1.9645	1.9537	2013
59	French Polynesia	258	6	5.861	5.4381	5.199	4.8575	4.229	3.815	3.6447	3.1094	2.6133	2.3608	2.1673	2.0708	1.9854	1.9203	1.868	1.8273	1.7989	1.7824	1.772	1.7689	1.7712	1.7733	1.7797	1.7871	1.7953	1.8029	1.8107	1.8184	1.8257	2013
60	Djibouti	262	6.312	6.3874	6.547	6.707	6.845	6.644	6.257	6.181	5.85	4.812	4.21	3.7	3.3	3.1089	2.8635	2.6685	2.5063	2.3749	2.2637	2.1659	2.0849	2.0195	1.9683	1.9273	1.896	1.8751	1.8611	1.8521	1.8468	1.8437	2013
61	Gabon	266	3.987	4.201	4.587	4.933	5.228	5.572	5.721	5.577	5.217	4.766	4.35	4.15	4	3.796	3.5006	3.2467	3.0333	2.8557	2.7045	2.5758	2.4642	2.3638	2.2772	2.2012	2.134	2.0754	2.0292	1.9919	1.9635	1.9397	2013
62	Georgia	268	3	2.909	2.979	2.611	2.601	2.39	2.269	2.263	2.05	1.72	1.58	1.8	1.8097	1.8163	1.8239	1.8311	1.8371	1.8425	1.8472	1.8522	1.8561	1.8611	1.8644	1.8695	1.8721	1.8755	1.879	1.8821	1.8849	1.8887	2013
63	Gambia	270	5.2875	5.4639	5.6969	5.9633	6.2023	6.3384	6.2918	6.1417	6.0808	5.9863	5.853	5.7884	5.7757	5.5269	5.2139	4.857	4.4811	4.1062	3.746	3.4155	3.1304	2.8878	2.6865	2.5227	2.3911	2.2791	2.1882	2.1117	2.0529	2.0063	2013
64	State of Palestine	275	7.38	7.38	7.995	7.995	7.694	7.504	7.0491	6.7552	6.6055	5.8032	5.0306	4.602	4.28	3.7268	3.4474	3.2083	3.0093	2.8352	2.6945	2.5663	2.4502	2.3463	2.2564	2.1721	2.1039	2.0428	1.9969	1.9578	1.9283	1.906	2013
65	Germany	276	2.128	2.294	2.4736	2.3605	1.7084	1.508	1.4637	1.4289	1.3007	1.3456	1.3513	1.3623	1.3809	1.462	1.5019	1.5367	1.5681	1.5944	1.6187	1.6413	1.6598	1.6761	1.6907	1.705	1.7171	1.7281	1.7388	1.7467	1.7558	1.7639	2013
66	Ghana	288	6.442	6.6391	6.8436	6.9514	6.8975	6.6878	6.3494	5.8817	5.3426	4.8144	4.566	4.2914	4.2488	3.6769	3.346	3.1316	2.9503	2.7955	2.6568	2.5406	2.4305	2.3334	2.2482	2.1661	2.1026	2.0483	2.0049	1.9691	1.9398	1.9207	2013
67	Kiribati	296	6.1	6.6	6.7808	6.0397	4.9973	5.1	5	4.8	4.553	4.198	3.96	3.88	3.7875	3.6747	3.4961	3.3386	3.1977	3.0784	2.9629	2.8616	2.7749	2.6972	2.637	2.5835	2.5421	2.5108	2.4871	2.4662	2.4535	2.4457	2013
68	Greece	300	2.29	2.27	2.2	2.38	2.32	2.32	1.96	1.53	1.37	1.296	1.281	1.4597	1.3434	1.5706	1.6144	1.6532	1.6857	1.7135	1.7365	1.757	1.7749	1.7899	1.8036	1.8143	1.825	1.8323	1.8403	1.848	1.8531	1.8583	2013
69	Grenada	308	5.8	6.7	6.4	4.8	4.6	4.3	4.23	4.14	3.46	2.8144	2.4289	2.3023	2.1826	2.0722	1.9845	1.912	1.8615	1.8269	1.8022	1.7922	1.7878	1.7866	1.7902	1.7949	1.8024	1.8094	1.8188	1.8254	1.8334	1.8407	2013
70	Guadeloupe	312	5.61	5.61	5.61	5.22	4.49	3.52	2.55	2.45	2.097	2.1	2.059	2.1431	2.17	2.0273	1.9848	1.9521	1.9281	1.9129	1.9023	1.8957	1.8898	1.8888	1.8882	1.8893	1.892	1.8939	1.8952	1.8983	1.9005	1.9021	2013
71	Guam	316	5.527	5.828	6.03	4.724	4.12	3.516	3.08	3.139	2.88	2.88	2.74	2.539	2.4192	2.3097	2.2195	2.1381	2.0686	2.0151	1.972	1.9381	1.9148	1.8968	1.8858	1.8775	1.8741	1.8714	1.8701	1.8727	1.8721	1.8736	2013
72	Guatemala	320	7	6.6	6.5	6.3	6.2	6.2005	6.1	5.5	5.15	4.7	4	3.2	2.7148	3.5208	3.2612	3.0395	2.8545	2.6983	2.5678	2.4537	2.3549	2.2672	2.1874	2.1191	2.0688	2.0223	1.987	1.9572	1.9367	1.9193	2013
73	Guinea	324	6	6.0742	6.1483	6.1788	6.2912	6.4513	6.589	6.6321	6.5137	6.2354	5.9118	5.535	5.1345	4.5499	4.1694	3.8397	3.54	3.2928	3.0756	2.8924	2.7392	2.6013	2.4866	2.3823	2.2894	2.2076	2.1382	2.0795	2.0311	1.9938	2013
74	Guyana	328	5.6168	5.8685	5.5565	5.2833	4.995	4.5246	4.1101	3.7656	3.4411	3.1166	2.9498	2.77	2.5988	2.3956	2.2782	2.1864	2.1143	2.0607	2.0173	1.9862	1.9618	1.9439	1.9315	1.9233	1.9159	1.9121	1.9097	1.9088	1.9085	1.91	2013
75	Haiti	332	6.3	6.3	6.3	6	5.6005	5.8	6.2099	5.6998	5.1499	4.6192	3.9984	3.5476	3.1299	2.7615	2.4502	2.1967	1.9964	1.8418	1.7247	1.7266	1.7651	1.8031	1.8399	1.8748	1.9069	1.9361	1.9621	1.9848	2.0045	2.0212	2013
76	Honduras	340	7.497	7.497	7.418	7.421	7.05	6.6	5.9995	5.37	4.916	4.344	3.6307	2.9869	2.47	2.0924	1.8352	1.7068	1.7412	1.7757	1.8097	1.8426	1.8739	1.903	1.9297	1.9539	1.9754	1.9944	2.0109	2.0252	2.0374	2.0478	2013
77	"China, Hong Kong SAR"	344	4.44	4.72	5.31	3.645	3.29	2.31	1.715	1.355	1.24	0.87	0.9585	1.0257	1.2045	1.2138	1.2898	1.3563	1.4141	1.4649	1.5091	1.547	1.5819	1.6104	1.6361	1.6602	1.6812	1.6972	1.7131	1.728	1.7414	1.7525	2013
78	Hungary	348	2.686	2.3178	1.8617	1.9938	2.0577	2.1309	1.8235	1.8556	1.7399	1.3784	1.295	1.3288	1.3373	1.4711	1.5273	1.5771	1.6194	1.6549	1.6854	1.7122	1.7359	1.7552	1.7727	1.7888	1.8012	1.8128	1.8228	1.8312	1.8385	1.8448	2013
79	Iceland	352	3.8624	4.1662	3.9383	3.2353	2.8679	2.4472	2.2251	2.1196	2.1908	2.0558	1.9936	2.1305	1.962	2.0367	1.9957	1.9622	1.9338	1.9122	1.8972	1.8845	1.8755	1.8695	1.8662	1.8654	1.8654	1.8656	1.8679	1.8689	1.8721	1.8752	2013
80	India	356	5.903	5.896	5.8906	5.7232	5.4105	4.9749	4.6826	4.2656	3.8327	3.4828	3.1409	2.7966	2.4795	2.3469	2.236	2.1411	2.0639	1.9989	1.9428	1.9003	1.8683	1.8464	1.8302	1.8205	1.8148	1.8123	1.8127	1.8144	1.8175	1.8214	2013
81	Indonesia	360	5.486	5.672	5.62	5.568	5.3	4.73	4.109	3.4	2.9	2.55	2.475	2.5	2.5	2.2196	2.1204	2.0393	1.9753	1.9262	1.8923	1.8669	1.8517	1.8437	1.8376	1.8387	1.8392	1.8411	1.8453	1.8519	1.8547	1.8597	2013
82	Iran (Islamic Republic of)	364	6.9086	6.9086	6.9086	6.6802	6.2407	6.2799	6.5339	5.62	3.95	2.634	1.9666	1.7946	1.7453	1.8878	1.8598	1.8431	1.8356	1.8315	1.8303	1.8328	1.8348	1.8395	1.8444	1.8504	1.8558	1.8622	1.8678	1.8719	1.8766	1.8803	2013
83	Ireland	372	3.42	3.58	4.065	3.765	3.815	3.245	2.755	2.18	1.905	1.94	1.965	1.9968	2.013	1.9907	1.9868	1.9824	1.9794	1.9778	1.975	1.9733	1.9717	1.9701	1.9712	1.9701	1.97	1.9699	1.9701	1.9696	1.9684	1.9685	2013
84	Israel	376	4.277	3.8916	3.8463	3.7834	3.8069	3.4654	3.1341	3.0701	2.9333	2.9325	2.9111	2.9108	3.0507	3.0507	2.6872	2.5888	2.4944	2.4098	2.3308	2.255	2.1894	2.1327	2.0835	2.0409	2.0072	1.9812	1.9594	1.9411	1.9289	1.9196	2013
85	Italy	380	2.355	2.29	2.466	2.515	2.351	1.941	1.536	1.342	1.281	1.215	1.254	1.3877	1.43	1.5519	1.6138	1.6635	1.704	1.7364	1.7637	1.7856	1.8044	1.8206	1.8336	1.8441	1.8549	1.8632	1.8697	1.8745	1.8803	1.8846	2013
86	Côte d'Ivoire	384	6.7739	7.1544	7.5325	7.8254	7.9261	7.8123	7.3125	6.85	6.41	6.05	5.68	5.36	5.1	4.89	4.557	4.2621	4.0038	3.7771	3.5733	3.3932	3.2341	3.0848	2.9531	2.8319	2.7183	2.6109	2.5154	2.4253	2.3396	2.2721	2013
87	Jamaica	388	4.22	5.08	5.64	5.78	5	4	3.55	3.1	2.84	2.7	2.45	2.28	2.08	1.9768	1.8933	1.8273	1.7759	1.7398	1.7121	1.6949	1.6863	1.6792	1.6791	1.6786	1.6801	1.684	1.6884	1.6919	1.6967	1.7025	2013
88	Japan	392	2.999	2.155	1.986	2.02	2.134	1.831	1.752	1.664	1.476	1.369	1.298	1.3388	1.396	1.4784	1.5357	1.5837	1.6252	1.6617	1.692	1.7186	1.7406	1.7601	1.7778	1.7911	1.804	1.814	1.824	1.832	1.8393	1.8459	2013
89	Kazakhstan	398	4.406	4.555	4.431	3.671	3.459	3.06	2.957	3.033	2.55	2	2.006	2.5406	2.6415	2.3609	2.2848	2.218	2.1607	2.1069	2.0639	2.0263	1.9949	1.9693	1.9489	1.9329	1.923	1.9126	1.9062	1.9008	1.899	1.8963	2013
90	Jordan	400	7.38	7.38	7.995	7.995	7.79	7.38	7.0485	6.0232	5.0882	4.3364	3.8525	3.59	3.51	2.9823	2.7524	2.5639	2.4073	2.2696	2.1499	2.0508	1.9727	1.9109	1.8679	1.8375	1.8182	1.8066	1.8013	1.801	1.8034	1.8087	2013
91	Kenya	404	7.481	7.785	8.065	8.11	7.99	7.64	7.216	6.538	5.566	5.072	5	4.8	4.4371	4.1254	3.8558	3.6226	3.4176	3.2355	3.0713	2.9265	2.7926	2.6725	2.5616	2.4554	2.3605	2.2752	2.2015	2.1361	2.0825	2.0391	2013
92	Dem. People's Republic of Korea	408	3.462	5.117	3.8501	4.388	4.001	2.681	2.801	2.358	2.25	2.01	2.008	2.003	1.995	1.939	1.9039	1.8802	1.8608	1.8462	1.8407	1.8362	1.8357	1.8378	1.8416	1.8451	1.8497	1.8543	1.8592	1.8639	1.8672	1.8717	2013
93	Republic of Korea	410	5.05	6.332	5.63	4.708	4.281	2.919	2.234	1.601	1.696	1.514	1.219	1.2284	1.2557	1.3913	1.4579	1.516	1.5666	1.6089	1.6466	1.6789	1.7058	1.7289	1.7492	1.7689	1.7839	1.7968	1.8083	1.8181	1.8278	1.8358	2013
94	Kuwait	414	7.207	7.207	7.308	7.41	6.902	5.887	5.0283	3.1315	2.0158	3.0295	2.5844	2.7127	2.6024	2.5091	2.4311	2.363	2.3073	2.257	2.2132	2.1789	2.1491	2.1219	2.0995	2.0813	2.0644	2.0523	2.0394	2.0293	2.0199	2.0125	2013
95	Kyrgyzstan	417	4.509	4.834	5.39	5.011	4.726	4.054	4.101	4.019	3.612	2.986	2.5	2.78	3.1167	2.907	2.7479	2.617	2.5039	2.4064	2.3193	2.2422	2.1742	2.1176	2.0704	2.0307	2.0013	1.9755	1.9577	1.9415	1.9296	1.921	2013
96	Lebanon	422	5.74	5.72	5.689	5.2312	4.6654	4.2337	3.7477	3.2258	2.8012	2.434	2.0101	1.5754	1.9027	1.4775	1.4787	1.5012	1.5291	1.5582	1.5921	1.6253	1.6536	1.6802	1.7055	1.7275	1.7479	1.7653	1.78	1.7937	1.8053	1.8168	2013
97	Lesotho	426	5.84	5.861	5.811	5.8	5.8	5.686	5.459	5.135	4.701	4.373	3.793	3.373	3.069	2.8195	2.6226	2.4673	2.3404	2.2356	2.1445	2.0682	2.0087	1.9597	1.9228	1.8949	1.8731	1.8585	1.8513	1.8448	1.8425	1.8416	2013
98	Latvia	428	2	1.95	1.85	1.81	2	1.8745	2.0293	2.1309	1.6322	1.1722	1.2856	1.4926	1.48	1.6721	1.7296	1.7745	1.8104	1.8364	1.8568	1.8729	1.8851	1.8959	1.9043	1.9107	1.9175	1.9225	1.9271	1.9301	1.9332	1.9357	2013
99	Liberia	430	6.2714	6.3502	6.4695	6.5923	6.7989	6.9317	6.9555	6.7229	6.274	6.0481	5.6793	5.2287	4.8323	4.4657	4.1325	3.8348	3.5703	3.3437	3.1449	2.9728	2.8224	2.6945	2.5775	2.471	2.3755	2.2924	2.2155	2.1495	2.0964	2.0506	2013
100	Libya	434	7.1434	7.2	7.3	7.992	8.1	7.668	6.6806	5.712	4.215	3.25	2.75	2.66	2.53	2.148	1.9655	1.8226	1.7192	1.6521	1.6228	1.62	1.6389	1.6633	1.6869	1.7119	1.7327	1.7524	1.7709	1.7863	1.8002	1.8125	2013
101	Lithuania	440	2.71	2.66	2.4272	2.3028	2.303	2.1042	2.0385	2.0554	1.816	1.4716	1.2782	1.4174	1.57	1.5793	1.6339	1.6791	1.7156	1.7459	1.7718	1.7917	1.8076	1.8226	1.8357	1.8465	1.8555	1.8625	1.8692	1.8736	1.8784	1.8835	2013
